date,pm25,no2,aqi,year,month,season
2022-05-06,3.716666666666667,17.225416666666668,1.25,2022,5,Spring
2022-05-07,3.3029166666666665,12.190833333333332,1.0,2022,5,Spring
2022-05-08,3.92,11.195,1.375,2022,5,Spring
2022-05-09,6.555,18.98375,1.6666666666666667,2022,5,Spring
2022-05-10,6.955416666666667,11.484583333333333,1.4166666666666667,2022,5,Spring
2022-05-11,4.234166666666667,10.917083333333332,1.2916666666666667,2022,5,Spring
2022-05-12,2.2525,10.953333333333333,1.2916666666666667,2022,5,Spring
2022-05-13,2.25,7.695,1.5416666666666667,2022,5,Spring
2022-05-14,6.246666666666666,22.70625,1.75,2022,5,Spring
2022-05-15,13.034583333333332,20.45625,2.0,2022,5,Spring
2022-05-16,6.2425,14.78625,1.2916666666666667,2022,5,Spring
2022-05-17,7.826666666666667,20.18166666666667,1.5833333333333333,2022,5,Spring
2022-05-18,4.6875,24.90833333333333,1.4583333333333333,2022,5,Spring
2022-05-19,3.6616666666666666,19.0475,1.2916666666666667,2022,5,Spring
2022-05-20,4.1066666666666665,16.985833333333336,1.125,2022,5,Spring
2022-05-21,3.612083333333333,10.094583333333334,1.3333333333333333,2022,5,Spring
2022-05-22,5.310416666666667,18.724166666666665,1.4583333333333333,2022,5,Spring
2022-05-23,3.577083333333333,16.879583333333333,1.0833333333333333,2022,5,Spring
2022-05-24,1.5095833333333333,13.092916666666667,1.0,2022,5,Spring
2022-05-25,3.6933333333333334,10.516666666666667,1.0,2022,5,Spring
2022-05-26,3.5675000000000003,7.818333333333334,1.0416666666666667,2022,5,Spring
2022-05-27,3.1824999999999997,6.8808333333333325,1.4583333333333333,2022,5,Spring
2022-05-28,2.085,6.894166666666667,1.0,2022,5,Spring
2022-05-29,1.6954166666666666,9.384583333333333,1.0833333333333333,2022,5,Spring
2022-05-30,5.511666666666667,24.757500000000004,1.2083333333333333,2022,5,Spring
2022-05-31,3.6925000000000003,16.921666666666667,1.0,2022,5,Spring
2022-06-01,3.4033333333333338,16.434583333333332,1.125,2022,6,Summer
2022-06-02,7.05875,22.812916666666666,1.5416666666666667,2022,6,Summer
2022-06-03,6.113333333333333,11.448333333333332,1.875,2022,6,Summer
2022-06-04,3.098333333333333,4.120416666666666,1.625,2022,6,Summer
2022-06-05,2.1733333333333333,8.604583333333332,1.0,2022,6,Summer
2022-06-06,4.210833333333333,18.454166666666666,1.375,2022,6,Summer
2022-06-07,6.898333333333333,17.597916666666666,1.2083333333333333,2022,6,Summer
2022-06-08,2.715833333333333,7.755416666666666,1.25,2022,6,Summer
2022-06-09,4.119166666666667,10.257083333333334,1.0,2022,6,Summer
2022-06-10,4.508333333333334,7.2175,1.375,2022,6,Summer
2022-06-11,4.340833333333333,6.107500000000001,1.0416666666666667,2022,6,Summer
2022-06-12,3.620416666666667,6.052499999999999,1.2916666666666667,2022,6,Summer
2022-06-13,3.6929166666666666,19.052083333333332,1.4166666666666667,2022,6,Summer
2022-06-14,7.869583333333334,28.514166666666668,1.9166666666666667,2022,6,Summer
2022-06-15,11.762083333333335,32.308749999999996,2.4166666666666665,2022,6,Summer
2022-06-16,16.755,33.99791666666667,2.7083333333333335,2022,6,Summer
2022-06-17,17.39875,17.632083333333334,2.5833333333333335,2022,6,Summer
2022-06-18,9.610416666666667,9.403333333333334,1.4583333333333333,2022,6,Summer
2022-06-19,1.9145833333333335,5.959166666666667,1.2083333333333333,2022,6,Summer
2022-06-20,3.4475000000000002,8.77375,1.0,2022,6,Summer
2022-06-21,6.5249999999999995,25.24291666666667,1.5,2022,6,Summer
2022-06-22,7.7804166666666665,20.187083333333334,1.8333333333333333,2022,6,Summer
2022-06-23,9.339166666666666,19.0275,1.75,2022,6,Summer
2022-06-24,6.495,11.402916666666668,1.6666666666666667,2022,6,Summer
2022-06-25,3.151666666666667,7.204166666666667,1.1666666666666667,2022,6,Summer
2022-06-26,2.3966666666666665,8.4975,1.0,2022,6,Summer
2022-06-27,2.7691666666666666,11.899166666666666,1.0,2022,6,Summer
2022-06-28,2.6191666666666666,12.839166666666666,1.125,2022,6,Summer
2022-06-29,4.570833333333334,13.997916666666667,1.0,2022,6,Summer
2022-06-30,3.939583333333333,14.447916666666666,1.0,2022,6,Summer
2022-07-01,2.6395833333333334,8.594583333333334,1.0416666666666667,2022,7,Summer
2022-07-02,2.6620833333333334,7.111666666666667,1.0,2022,7,Summer
2022-07-03,3.795,10.59,1.0,2022,7,Summer
2022-07-04,1.9245833333333333,9.653333333333334,1.1666666666666667,2022,7,Summer
2022-07-05,1.7808333333333335,9.317083333333334,1.0,2022,7,Summer
2022-07-06,1.7304166666666667,7.33875,1.0,2022,7,Summer
2022-07-07,2.607083333333333,12.529583333333335,1.375,2022,7,Summer
2022-07-08,4.2299999999999995,18.639166666666668,1.5416666666666667,2022,7,Summer
2022-07-09,2.215,7.7508333333333335,1.375,2022,7,Summer
2022-07-10,6.445416666666667,17.769166666666667,1.75,2022,7,Summer
2022-07-11,7.361250000000001,21.518333333333334,1.8333333333333333,2022,7,Summer
2022-07-12,8.9275,27.05333333333333,1.4583333333333333,2022,7,Summer
2022-07-13,5.516249999999999,14.1,1.5416666666666667,2022,7,Summer
2022-07-14,3.68375,8.777916666666666,1.25,2022,7,Summer
2022-07-15,2.79125,8.479166666666666,1.2083333333333333,2022,7,Summer
2022-07-16,4.789583333333334,10.907916666666667,1.75,2022,7,Summer
2022-07-17,4.175416666666666,15.886249999999999,1.6666666666666667,2022,7,Summer
2022-07-18,8.656666666666666,20.591666666666665,1.9583333333333333,2022,7,Summer
2022-07-19,14.46875,11.782083333333333,2.3333333333333335,2022,7,Summer
2022-07-20,23.3,8.23,3.0,2022,7,Summer
2022-07-22,2.216086956521739,11.60391304347826,1.0,2022,7,Summer
2022-07-23,3.407083333333333,11.334166666666667,1.2083333333333333,2022,7,Summer
2022-07-24,3.3558333333333334,5.2179166666666665,1.5,2022,7,Summer
2022-07-25,3.05625,4.7625,1.0,2022,7,Summer
2022-07-26,2.30375,11.329166666666666,1.0,2022,7,Summer
2022-07-27,2.7808333333333333,18.199583333333333,1.0,2022,7,Summer
2022-07-28,3.0175,13.316666666666665,1.375,2022,7,Summer
2022-07-29,3.6833333333333336,13.692083333333334,1.4166666666666667,2022,7,Summer
2022-07-30,7.2275,11.09125,1.5833333333333333,2022,7,Summer
2022-07-31,1.76375,5.644583333333333,1.0,2022,7,Summer
2022-08-01,5.5754166666666665,23.866666666666664,1.0833333333333333,2022,8,Summer
2022-08-02,2.4566666666666666,9.415416666666667,1.0,2022,8,Summer
2022-08-03,1.9225,8.52375,1.0,2022,8,Summer
2022-08-04,2.231666666666667,8.644583333333333,1.0416666666666667,2022,8,Summer
2022-08-05,1.3758333333333332,7.178333333333334,1.0,2022,8,Summer
2022-08-06,2.6025,12.950416666666667,1.2916666666666667,2022,8,Summer
2022-08-07,3.955833333333333,15.799166666666666,1.4166666666666667,2022,8,Summer
2022-08-08,4.785833333333334,14.832916666666668,1.4166666666666667,2022,8,Summer
2022-08-09,5.40375,16.709166666666665,1.4166666666666667,2022,8,Summer
2022-08-10,4.685833333333333,14.354166666666666,1.7083333333333333,2022,8,Summer
2022-08-11,8.244166666666667,14.745416666666666,1.9583333333333333,2022,8,Summer
2022-08-12,10.820833333333333,13.119583333333333,2.4166666666666665,2022,8,Summer
2022-08-13,12.617083333333333,11.936250000000001,2.3333333333333335,2022,8,Summer
2022-08-14,14.15875,21.350416666666664,2.375,2022,8,Summer
2022-08-15,16.924583333333334,28.00708333333333,2.625,2022,8,Summer
2022-08-16,10.060833333333333,33.42208333333333,1.8333333333333333,2022,8,Summer
2022-08-17,6.8379166666666675,12.997916666666667,1.5416666666666667,2022,8,Summer
2022-08-18,4.973333333333334,14.029583333333333,1.3333333333333333,2022,8,Summer
2022-08-19,3.220416666666667,8.75625,1.25,2022,8,Summer
2022-08-20,3.657083333333333,8.035,1.0,2022,8,Summer
2022-08-21,4.1745833333333335,10.172916666666667,1.2083333333333333,2022,8,Summer
2022-08-22,7.396249999999999,18.626250000000002,1.2916666666666667,2022,8,Summer
2022-08-23,5.0304166666666665,15.616666666666667,1.0,2022,8,Summer
2022-08-24,4.292916666666667,17.67875,1.1666666666666667,2022,8,Summer
2022-08-25,4.629583333333334,22.34875,1.0,2022,8,Summer
2022-08-26,9.179583333333333,28.4675,1.4166666666666667,2022,8,Summer
2022-08-27,11.739166666666668,22.479166666666668,1.8333333333333333,2022,8,Summer
2022-08-28,1.9037499999999998,11.329583333333334,1.0,2022,8,Summer
2022-08-29,1.9141666666666666,8.229166666666666,1.0,2022,8,Summer
2022-08-30,2.3820833333333336,6.838333333333334,1.0,2022,8,Summer
2022-08-31,2.4879166666666666,5.874583333333334,1.375,2022,8,Summer
2022-09-01,5.126666666666667,10.565833333333332,1.5416666666666667,2022,9,Autumn
2022-09-02,11.721666666666666,33.529583333333335,1.7916666666666667,2022,9,Autumn
2022-09-03,13.308750000000002,28.442916666666665,2.125,2022,9,Autumn
2022-09-04,8.4675,17.246666666666666,1.7083333333333333,2022,9,Autumn
2022-09-05,4.907916666666666,31.15625,1.2916666666666667,2022,9,Autumn
2022-09-06,5.03625,18.542916666666667,1.0,2022,9,Autumn
2022-09-07,5.03375,17.0675,1.0,2022,9,Autumn
2022-09-08,4.395416666666667,21.114166666666666,1.0,2022,9,Autumn
2022-09-09,4.531666666666667,21.82041666666667,1.0,2022,9,Autumn
2022-09-10,5.954999999999999,18.183333333333334,1.0416666666666667,2022,9,Autumn
2022-09-11,11.168333333333335,21.5625,1.625,2022,9,Autumn
2022-09-12,15.054166666666667,34.61625,2.0833333333333335,2022,9,Autumn
2022-09-13,5.478333333333333,22.505,1.1666666666666667,2022,9,Autumn
2022-09-14,4.292916666666667,15.222083333333332,1.125,2022,9,Autumn
2022-09-15,3.6750000000000003,17.535,1.0,2022,9,Autumn
2022-09-16,2.0075,13.112083333333333,1.1666666666666667,2022,9,Autumn
2022-09-17,2.28625,12.362916666666665,1.1666666666666667,2022,9,Autumn
2022-09-18,1.2433333333333334,10.635833333333332,1.0,2022,9,Autumn
2022-09-19,4.93375,27.1825,1.2916666666666667,2022,9,Autumn
2022-09-20,10.900833333333333,33.572916666666664,1.75,2022,9,Autumn
2022-09-21,19.952083333333334,41.6275,2.625,2022,9,Autumn
2022-09-22,9.029166666666667,26.41125,1.5,2022,9,Autumn
2022-09-23,6.052083333333333,18.94333333333333,1.0833333333333333,2022,9,Autumn
2022-09-24,4.730833333333334,8.951666666666666,1.0,2022,9,Autumn
2022-09-25,1.9304166666666667,10.624166666666666,1.1666666666666667,2022,9,Autumn
2022-09-26,1.7654166666666666,8.472083333333334,1.0,2022,9,Autumn
2022-09-27,1.48625,8.496666666666666,1.0,2022,9,Autumn
2022-09-28,3.7891666666666666,21.278333333333332,1.25,2022,9,Autumn
2022-09-29,4.645833333333333,26.455,1.2083333333333333,2022,9,Autumn
2022-09-30,6.7316666666666665,16.59625,1.3333333333333333,2022,9,Autumn
2022-10-01,2.9575,8.691666666666666,1.0,2022,10,Autumn
2022-10-02,4.699583333333334,19.247083333333332,1.25,2022,10,Autumn
2022-10-03,15.782083333333333,36.18,2.1666666666666665,2022,10,Autumn
2022-10-04,4.3237499999999995,15.251666666666667,1.25,2022,10,Autumn
2022-10-05,2.8049999999999997,8.328333333333333,1.2083333333333333,2022,10,Autumn
2022-10-06,2.55625,15.9325,1.0,2022,10,Autumn
2022-10-07,3.2420833333333334,11.56375,1.0,2022,10,Autumn
2022-10-08,6.644166666666667,21.926666666666666,1.375,2022,10,Autumn
2022-10-09,5.46,24.873333333333335,1.125,2022,10,Autumn
2022-10-10,5.1154166666666665,24.0625,1.0833333333333333,2022,10,Autumn
2022-10-11,16.736666666666668,43.455000000000005,2.125,2022,10,Autumn
2022-10-12,10.670416666666666,35.964166666666664,1.5,2022,10,Autumn
2022-10-13,13.719166666666666,32.045833333333334,1.9166666666666667,2022,10,Autumn
2022-10-14,10.805833333333334,34.50083333333333,1.6666666666666667,2022,10,Autumn
2022-10-15,3.53125,15.168750000000001,1.0,2022,10,Autumn
2022-10-16,2.95875,11.705833333333333,1.0,2022,10,Autumn
2022-10-17,3.93,24.194166666666664,1.2916666666666667,2022,10,Autumn
2022-10-18,8.631666666666666,30.752916666666668,1.5,2022,10,Autumn
2022-10-19,7.435,20.075,1.2083333333333333,2022,10,Autumn
2022-10-20,14.685833333333333,31.209166666666665,2.125,2022,10,Autumn
2022-10-21,4.8445833333333335,16.850833333333334,1.125,2022,10,Autumn
2022-10-22,4.7491666666666665,16.500833333333333,1.0,2022,10,Autumn
2022-10-23,2.7616666666666667,13.015416666666667,1.0,2022,10,Autumn
2022-10-24,2.4966666666666666,13.815833333333332,1.0,2022,10,Autumn
2022-10-25,5.5616666666666665,20.0425,1.0416666666666667,2022,10,Autumn
2022-10-26,5.38625,17.59625,1.0,2022,10,Autumn
2022-10-27,6.390416666666667,25.462083333333336,1.2083333333333333,2022,10,Autumn
2022-10-28,9.53875,24.20875,1.5833333333333333,2022,10,Autumn
2022-10-29,14.874166666666667,20.084999999999997,2.1666666666666665,2022,10,Autumn
2022-10-30,4.440833333333333,15.547916666666666,1.0833333333333333,2022,10,Autumn
2022-10-31,6.055833333333333,18.34958333333333,1.125,2022,10,Autumn
2022-11-01,2.95125,8.289583333333333,1.0,2022,11,Autumn
2022-11-02,2.0191666666666666,10.424166666666666,1.0,2022,11,Autumn
2022-11-03,3.4333333333333336,28.055833333333336,1.5416666666666667,2022,11,Autumn
2022-11-04,5.8975,26.222916666666666,1.2916666666666667,2022,11,Autumn
2022-11-05,2.96875,21.6725,1.0416666666666667,2022,11,Autumn
2022-11-06,2.891666666666667,14.525416666666667,1.0,2022,11,Autumn
2022-11-07,4.4325,10.867083333333333,1.0,2022,11,Autumn
2022-11-08,2.780416666666667,9.874583333333334,1.125,2022,11,Autumn
2022-11-09,2.357083333333333,13.347916666666668,1.0,2022,11,Autumn
2022-11-10,2.5795833333333333,12.698749999999999,1.0833333333333333,2022,11,Autumn
2022-11-11,4.329583333333333,21.212500000000002,1.2083333333333333,2022,11,Autumn
2022-11-12,12.264583333333334,30.045833333333334,1.5,2022,11,Autumn
2022-11-13,15.872916666666667,29.77416666666667,2.2083333333333335,2022,11,Autumn
2022-11-14,20.076666666666668,30.145833333333332,2.7916666666666665,2022,11,Autumn
2022-11-15,2.3216666666666668,18.48875,1.0,2022,11,Autumn
2022-11-16,2.236666666666667,20.085833333333333,1.0,2022,11,Autumn
2022-11-17,1.8666666666666665,17.342916666666667,1.0,2022,11,Autumn
2022-11-18,1.6129166666666668,19.263749999999998,1.125,2022,11,Autumn
2022-11-19,8.244583333333333,23.86583333333333,1.5833333333333333,2022,11,Autumn
2022-11-20,3.24875,20.361250000000002,1.1666666666666667,2022,11,Autumn
2022-11-21,3.9829166666666667,25.762083333333333,1.2916666666666667,2022,11,Autumn
2022-11-22,2.4879166666666666,23.937083333333334,1.2083333333333333,2022,11,Autumn
2022-11-23,2.584166666666667,19.72375,1.0833333333333333,2022,11,Autumn
2022-11-24,3.049166666666667,16.317083333333333,1.0,2022,11,Autumn
2022-11-25,3.3829166666666666,23.561666666666667,1.25,2022,11,Autumn
2022-11-26,3.41,18.83875,1.0,2022,11,Autumn
2022-11-27,4.4487499999999995,26.883750000000003,1.2083333333333333,2022,11,Autumn
2022-11-28,11.955833333333333,35.64333333333334,1.8333333333333333,2022,11,Autumn
2022-11-29,8.087916666666667,28.432083333333335,1.25,2022,11,Autumn
2022-11-30,15.323749999999999,29.359583333333333,2.0833333333333335,2022,11,Autumn
2022-12-01,9.347916666666666,30.00375,1.375,2022,12,Winter
2022-12-02,8.697083333333333,20.984583333333333,1.5,2022,12,Winter
2022-12-03,2.03125,8.679583333333333,1.25,2022,12,Winter
2022-12-04,4.12125,13.434583333333334,1.0,2022,12,Winter
2022-12-05,3.4937500000000004,14.577083333333334,1.0,2022,12,Winter
2022-12-06,2.2554166666666666,18.875416666666666,1.0,2022,12,Winter
2022-12-07,6.779166666666666,33.736666666666665,1.3333333333333333,2022,12,Winter
2022-12-08,13.857916666666666,49.43833333333333,2.0,2022,12,Winter
2022-12-09,19.32,61.69,2.0,2022,12,Winter
2022-12-11,26.58304347826087,61.36347826086956,2.9565217391304346,2022,12,Winter
2022-12-12,10.903333333333334,45.418749999999996,1.7083333333333333,2022,12,Winter
2022-12-13,12.6825,53.50833333333333,2.0,2022,12,Winter
2022-12-14,9.74,27.804166666666664,1.5833333333333333,2022,12,Winter
2022-12-15,7.205416666666667,38.63625,1.4583333333333333,2022,12,Winter
2022-12-16,24.22875,48.10375,2.6666666666666665,2022,12,Winter
2022-12-17,15.595416666666667,53.10833333333333,2.25,2022,12,Winter
2022-12-18,12.53875,25.80875,1.8333333333333333,2022,12,Winter
2022-12-19,2.0558333333333336,10.095833333333333,1.0,2022,12,Winter
2022-12-20,4.488333333333333,30.1425,1.3333333333333333,2022,12,Winter
2022-12-21,6.024166666666667,34.53041666666667,1.3333333333333333,2022,12,Winter
2022-12-22,6.704583333333333,33.79541666666667,1.375,2022,12,Winter
2022-12-23,5.0841666666666665,22.001666666666665,1.125,2022,12,Winter
2022-12-24,7.00125,21.535,1.0833333333333333,2022,12,Winter
2022-12-25,2.3,14.91,1.0,2022,12,Winter
2022-12-26,1.8873913043478263,14.480434782608697,1.2608695652173914,2022,12,Winter
2022-12-27,1.9995833333333335,18.775,1.5833333333333333,2022,12,Winter
2022-12-28,2.5641666666666665,9.286666666666667,1.9166666666666667,2022,12,Winter
2022-12-29,1.7916666666666667,9.944583333333334,1.4166666666666667,2022,12,Winter
2022-12-30,2.14,13.604999999999999,1.0833333333333333,2022,12,Winter
2022-12-31,3.9154166666666668,8.499166666666666,1.5,2022,12,Winter
2023-01-01,4.70625,17.0575,1.375,2023,1,Winter
2023-01-02,5.3133333333333335,32.93666666666667,1.2916666666666667,2023,1,Winter
2023-01-03,3.204166666666667,21.545833333333334,1.625,2023,1,Winter
2023-01-04,2.4741666666666666,7.104166666666667,1.7916666666666667,2023,1,Winter
2023-01-05,3.9949999999999997,15.88,1.125,2023,1,Winter
2023-01-06,2.91,17.37625,1.25,2023,1,Winter
2023-01-07,2.388333333333333,7.669999999999999,1.875,2023,1,Winter
2023-01-08,2.0141666666666667,12.739166666666668,1.375,2023,1,Winter
2023-01-09,1.4441666666666666,12.89875,1.3333333333333333,2023,1,Winter
2023-01-10,2.5566666666666666,13.88,1.2916666666666667,2023,1,Winter
2023-01-11,2.0154166666666664,7.924166666666667,1.4166666666666667,2023,1,Winter
2023-01-12,2.3175,7.452083333333333,1.7083333333333333,2023,1,Winter
2023-01-13,1.6545833333333333,10.572083333333333,1.375,2023,1,Winter
2023-01-14,1.2983333333333333,8.32875,1.7916666666666667,2023,1,Winter
2023-01-15,1.5045833333333334,13.351666666666667,1.7916666666666667,2023,1,Winter
2023-01-16,5.026666666666666,32.272083333333335,1.3333333333333333,2023,1,Winter
2023-01-17,11.99375,51.338750000000005,2.0416666666666665,2023,1,Winter
2023-01-18,2.7900000000000005,24.040833333333335,1.0,2023,1,Winter
2023-01-19,4.150416666666667,28.353333333333335,1.2083333333333333,2023,1,Winter
2023-01-20,2.2075,18.82125,1.0,2023,1,Winter
2023-01-21,12.6,33.89458333333334,1.7083333333333333,2023,1,Winter
2023-01-22,36.26916666666667,54.53666666666667,2.9583333333333335,2023,1,Winter
2023-01-23,20.47375,57.90708333333333,2.2916666666666665,2023,1,Winter
2023-01-24,15.459583333333333,41.255833333333335,1.7916666666666667,2023,1,Winter
2023-01-25,22.050833333333333,56.22958333333333,2.3333333333333335,2023,1,Winter
2023-01-26,3.3158333333333334,13.565416666666666,1.0,2023,1,Winter
2023-01-27,3.1174999999999997,20.945416666666667,1.6666666666666667,2023,1,Winter
2023-01-28,11.108333333333334,37.57791666666667,1.5833333333333333,2023,1,Winter
2023-01-29,6.848333333333334,27.517916666666665,1.25,2023,1,Winter
2023-01-30,2.8683333333333336,21.0,1.8333333333333333,2023,1,Winter
2023-01-31,2.7083333333333335,19.22458333333333,1.5416666666666667,2023,1,Winter
2023-02-01,1.9591666666666665,13.634583333333333,1.5833333333333333,2023,2,Winter
2023-02-02,2.7279166666666668,15.746250000000002,1.0833333333333333,2023,2,Winter
2023-02-03,2.345833333333333,18.77958333333333,1.625,2023,2,Winter
2023-02-04,6.23,30.038749999999997,1.0833333333333333,2023,2,Winter
2023-02-05,5.605833333333333,23.83375,1.2916666666666667,2023,2,Winter
2023-02-06,35.85375,65.78916666666667,2.9166666666666665,2023,2,Winter
2023-02-07,50.34791666666666,75.00083333333333,3.625,2023,2,Winter
2023-02-08,47.62083333333334,62.690416666666664,3.375,2023,2,Winter
2023-02-09,19.12666666666667,46.611250000000005,2.3333333333333335,2023,2,Winter
2023-02-10,14.499583333333334,42.39833333333333,1.8333333333333333,2023,2,Winter
2023-02-11,12.249583333333334,29.23375,1.625,2023,2,Winter
2023-02-12,26.651666666666667,46.46083333333333,2.5416666666666665,2023,2,Winter
2023-02-13,22.9275,48.26833333333334,2.375,2023,2,Winter
2023-02-14,47.42958333333333,56.69333333333333,3.4583333333333335,2023,2,Winter
2023-02-15,38.018750000000004,42.64083333333333,2.9166666666666665,2023,2,Winter
2023-02-16,5.2283333333333335,23.71166666666667,1.2083333333333333,2023,2,Winter
2023-02-17,2.8045833333333334,12.362499999999999,1.7083333333333333,2023,2,Winter
2023-02-18,2.2191666666666667,8.408333333333333,1.9166666666666667,2023,2,Winter
2023-02-19,1.8966666666666665,11.188333333333333,1.5416666666666667,2023,2,Winter
2023-02-20,1.4104166666666667,13.015833333333333,1.8333333333333333,2023,2,Winter
2023-02-21,6.267083333333333,37.46458333333333,1.4166666666666667,2023,2,Winter
2023-02-22,11.702916666666667,44.06916666666667,1.7916666666666667,2023,2,Winter
2023-02-23,4.85,21.93,1.0,2023,2,Winter
2023-02-25,1.446521739130435,8.111304347826087,2.0,2023,2,Winter
2023-02-26,1.0908333333333333,9.992083333333333,1.8333333333333333,2023,2,Winter
2023-02-27,2.03875,15.947083333333333,1.6666666666666667,2023,2,Winter
2023-02-28,2.1466666666666665,12.284166666666666,1.875,2023,2,Winter
2023-03-01,2.3741666666666665,13.991666666666667,1.7916666666666667,2023,3,Spring
2023-03-02,9.134583333333333,15.090833333333334,1.7916666666666667,2023,3,Spring
2023-03-03,3.605833333333333,14.476666666666667,1.7916666666666667,2023,3,Spring
2023-03-04,4.27375,17.56833333333333,1.9583333333333333,2023,3,Spring
2023-03-05,10.924583333333333,26.76875,1.6666666666666667,2023,3,Spring
2023-03-06,6.010833333333333,26.304999999999996,1.5416666666666667,2023,3,Spring
2023-03-07,8.5975,33.24375,1.5416666666666667,2023,3,Spring
2023-03-08,5.147083333333334,26.34,1.125,2023,3,Spring
2023-03-09,7.36,33.030833333333334,1.4583333333333333,2023,3,Spring
2023-03-10,5.524583333333333,29.0475,1.5416666666666667,2023,3,Spring
2023-03-11,11.760416666666666,40.280833333333334,1.875,2023,3,Spring
2023-03-12,4.865416666666667,9.43,1.7083333333333333,2023,3,Spring
2023-03-13,3.373333333333333,6.5062500000000005,1.6666666666666667,2023,3,Spring
2023-03-14,1.52375,11.067083333333334,1.75,2023,3,Spring
2023-03-15,5.982499999999999,27.004583333333333,1.375,2023,3,Spring
2023-03-16,5.095,18.2225,1.5,2023,3,Spring
2023-03-17,8.763333333333334,26.440833333333334,1.5,2023,3,Spring
2023-03-18,4.107916666666667,22.80541666666667,1.0,2023,3,Spring
2023-03-19,2.872916666666667,18.332083333333333,1.4583333333333333,2023,3,Spring
2023-03-20,3.7741666666666664,18.203333333333333,1.1666666666666667,2023,3,Spring
2023-03-21,4.716666666666667,13.347499999999998,1.6666666666666667,2023,3,Spring
2023-03-22,3.064583333333333,9.6275,2.0,2023,3,Spring
2023-03-23,4.22,10.525416666666667,1.9583333333333333,2023,3,Spring
2023-03-24,2.6675,8.815,2.0,2023,3,Spring
2023-03-25,1.4483333333333333,8.17625,1.7916666666666667,2023,3,Spring
2023-03-26,3.1649999999999996,15.217083333333333,1.4583333333333333,2023,3,Spring
2023-03-27,12.796666666666667,39.406666666666666,2.0,2023,3,Spring
2023-03-28,4.190833333333333,18.917916666666667,1.625,2023,3,Spring
2023-03-29,5.915416666666666,16.454583333333336,1.5,2023,3,Spring
2023-03-30,3.92125,9.287083333333333,2.0,2023,3,Spring
2023-03-31,2.089166666666667,12.933749999999998,1.5,2023,3,Spring
2023-04-01,2.34125,10.37,1.2083333333333333,2023,4,Spring
2023-04-02,3.7329166666666667,6.742916666666667,2.25,2023,4,Spring
2023-04-03,8.19875,20.085416666666667,1.875,2023,4,Spring
2023-04-04,19.71291666666667,55.2225,2.2916666666666665,2023,4,Spring
2023-04-05,24.202083333333334,43.98374999999999,2.3333333333333335,2023,4,Spring
2023-04-06,5.52375,15.582500000000001,1.3333333333333333,2023,4,Spring
2023-04-07,9.51625,24.579583333333332,1.875,2023,4,Spring
2023-04-08,20.354166666666668,41.76916666666667,2.3333333333333335,2023,4,Spring
2023-04-09,14.692083333333334,26.400833333333335,2.125,2023,4,Spring
2023-04-10,5.94625,12.540000000000001,1.6666666666666667,2023,4,Spring
2023-04-11,1.4316666666666666,8.212916666666667,2.0,2023,4,Spring
2023-04-12,1.425,8.562916666666666,2.0,2023,4,Spring
2023-04-13,1.2079166666666667,11.36625,2.0,2023,4,Spring
2023-04-14,3.2933333333333334,25.622083333333332,1.3333333333333333,2023,4,Spring
2023-04-15,8.064166666666667,21.177083333333332,1.5833333333333333,2023,4,Spring
2023-04-16,23.770833333333332,41.92,2.5,2023,4,Spring
2023-04-17,15.52375,31.769166666666667,2.125,2023,4,Spring
2023-04-18,8.33375,8.848333333333334,1.875,2023,4,Spring
2023-04-19,12.315,10.20375,2.25,2023,4,Spring
2023-04-20,4.136666666666667,7.5129166666666665,2.25,2023,4,Spring
2023-04-21,13.615416666666667,29.464166666666667,1.8333333333333333,2023,4,Spring
2023-04-22,22.155833333333334,33.62375,2.5833333333333335,2023,4,Spring
2023-04-23,5.764583333333333,13.480416666666665,1.6666666666666667,2023,4,Spring
2023-04-24,4.805000000000001,12.972500000000002,1.875,2023,4,Spring
2023-04-25,3.2704166666666663,20.060416666666665,2.0,2023,4,Spring
2023-04-26,3.7154166666666666,26.235833333333332,1.6666666666666667,2023,4,Spring
2023-04-27,14.9625,27.146666666666665,2.0833333333333335,2023,4,Spring
2023-04-28,4.478750000000001,18.065833333333334,1.2083333333333333,2023,4,Spring
2023-04-29,13.880416666666667,25.910833333333333,2.2916666666666665,2023,4,Spring
2023-04-30,13.073749999999999,25.68041666666667,2.1666666666666665,2023,4,Spring
2023-05-01,5.523333333333333,14.012083333333335,1.4583333333333333,2023,5,Spring
2023-05-02,3.142916666666667,15.989583333333334,1.5416666666666667,2023,5,Spring
2023-05-03,3.4745833333333334,12.859166666666667,2.0416666666666665,2023,5,Spring
2023-05-04,15.126249999999999,16.672916666666666,1.9166666666666667,2023,5,Spring
2023-05-05,3.1945833333333336,15.965416666666668,1.4166666666666667,2023,5,Spring
2023-05-06,5.8675,19.114583333333332,1.5833333333333333,2023,5,Spring
2023-05-07,4.750416666666667,18.234166666666667,1.2916666666666667,2023,5,Spring
2023-05-08,3.276666666666667,18.80666666666667,1.3333333333333333,2023,5,Spring
2023-05-09,1.7708333333333333,14.454583333333332,1.1666666666666667,2023,5,Spring
2023-05-10,3.5545833333333334,14.989583333333334,1.2083333333333333,2023,5,Spring
2023-05-11,5.232916666666667,21.369583333333335,1.0,2023,5,Spring
2023-05-12,3.0545833333333334,6.772083333333334,1.7083333333333333,2023,5,Spring
2023-05-13,5.244583333333334,5.7625,2.0,2023,5,Spring
