timestamp,aqi,pm25,no2,co,o3,pm10,datetime,year,month,day,hour,day_of_week,week_of_year,date,season,pm25_category,no2_category,is_rush_hour
1640995200,1,9.6,16.96,230.31,40.41,15.84,2022-01-01 00:00:00,2022,1,1,0,5,52,2022-01-01,Winter,Fair,Low,False
1640998800,1,9.19,17.31,226.97,36.48,16.28,2022-01-01 01:00:00,2022,1,1,1,5,52,2022-01-01,Winter,Fair,Low,False
1641002400,1,7.72,16.62,226.97,35.41,14.58,2022-01-01 02:00:00,2022,1,1,2,5,52,2022-01-01,Winter,Fair,Low,False
1641006000,1,7.04,14.91,226.97,37.19,13.09,2022-01-01 03:00:00,2022,1,1,3,5,52,2022-01-01,Winter,Fair,Low,False
1641009600,1,6.34,12.51,226.97,38.27,11.36,2022-01-01 04:00:00,2022,1,1,4,5,52,2022-01-01,Winter,Fair,Low,False
1641013200,1,5.58,10.37,230.31,37.91,9.63,2022-01-01 05:00:00,2022,1,1,5,5,52,2022-01-01,Winter,Fair,Low,False
1641016800,1,5.65,9.77,230.31,37.19,9.61,2022-01-01 06:00:00,2022,1,1,6,5,52,2022-01-01,Winter,Fair,Low,False
1641020400,1,6.04,13.19,233.65,34.69,9.75,2022-01-01 07:00:00,2022,1,1,7,5,52,2022-01-01,Winter,Fair,Low,True
1641024000,1,5.89,16.79,236.99,32.54,9.11,2022-01-01 08:00:00,2022,1,1,8,5,52,2022-01-01,Winter,Fair,Low,True
1641027600,1,5.59,17.82,236.99,33.62,8.79,2022-01-01 09:00:00,2022,1,1,9,5,52,2022-01-01,Winter,Fair,Low,True
1641031200,1,5.72,17.65,233.65,36.84,9.17,2022-01-01 10:00:00,2022,1,1,10,5,52,2022-01-01,Winter,Fair,Low,False
1641034800,1,6.35,17.31,236.99,40.05,10.31,2022-01-01 11:00:00,2022,1,1,11,5,52,2022-01-01,Winter,Fair,Low,False
1641038400,1,7.14,16.62,240.33,40.77,12.3,2022-01-01 12:00:00,2022,1,1,12,5,52,2022-01-01,Winter,Fair,Low,False
1641042000,1,7.93,15.25,236.99,42.2,12.75,2022-01-01 13:00:00,2022,1,1,13,5,52,2022-01-01,Winter,Fair,Low,False
1641045600,1,7.44,14.39,240.33,42.92,9.84,2022-01-01 14:00:00,2022,1,1,14,5,52,2022-01-01,Winter,Fair,Low,False
1641049200,1,5.45,14.74,243.66,41.84,6.49,2022-01-01 15:00:00,2022,1,1,15,5,52,2022-01-01,Winter,Fair,Low,False
1641052800,1,5.47,15.59,243.66,40.05,6.27,2022-01-01 16:00:00,2022,1,1,16,5,52,2022-01-01,Winter,Fair,Low,False
1641056400,1,6.25,16.79,243.66,38.27,7.25,2022-01-01 17:00:00,2022,1,1,17,5,52,2022-01-01,Winter,Fair,Low,True
1641060000,1,7.57,17.14,243.66,37.19,8.88,2022-01-01 18:00:00,2022,1,1,18,5,52,2022-01-01,Winter,Fair,Low,True
1641063600,1,8.32,16.62,240.33,37.91,10.04,2022-01-01 19:00:00,2022,1,1,19,5,52,2022-01-01,Winter,Fair,Low,True
1641067200,1,9.33,15.94,240.33,38.98,11.83,2022-01-01 20:00:00,2022,1,1,20,5,52,2022-01-01,Winter,Fair,Low,False
1641070800,2,11.32,14.74,240.33,41.13,15.28,2022-01-01 21:00:00,2022,1,1,21,5,52,2022-01-01,Winter,Moderate,Low,False
1641074400,2,12.41,14.39,236.99,42.2,17.22,2022-01-01 22:00:00,2022,1,1,22,5,52,2022-01-01,Winter,Moderate,Low,False
1641078000,2,12.03,14.05,236.99,41.84,16.3,2022-01-01 23:00:00,2022,1,1,23,5,52,2022-01-01,Winter,Moderate,Low,False
1641081600,2,10.42,12.68,230.31,42.56,13.27,2022-01-02 00:00:00,2022,1,2,0,6,52,2022-01-02,Winter,Moderate,Low,False
1641085200,2,10.24,12.34,226.97,41.84,12.15,2022-01-02 01:00:00,2022,1,2,1,6,52,2022-01-02,Winter,Moderate,Low,False
1641088800,1,9.01,12.0,220.3,41.84,10.37,2022-01-02 02:00:00,2022,1,2,2,6,52,2022-01-02,Winter,Fair,Low,False
1641092400,1,6.74,11.48,220.3,42.56,7.67,2022-01-02 03:00:00,2022,1,2,3,6,52,2022-01-02,Winter,Fair,Low,False
1641096000,1,5.69,10.8,223.64,42.2,6.38,2022-01-02 04:00:00,2022,1,2,4,6,52,2022-01-02,Winter,Fair,Low,False
1641099600,1,5.21,8.74,223.64,43.99,5.79,2022-01-02 05:00:00,2022,1,2,5,6,52,2022-01-02,Winter,Fair,Low,False
1641103200,1,3.18,6.25,223.64,48.64,3.63,2022-01-02 06:00:00,2022,1,2,6,6,52,2022-01-02,Winter,Good,Low,False
1641106800,1,1.41,7.37,226.97,52.21,1.7,2022-01-02 07:00:00,2022,1,2,7,6,52,2022-01-02,Winter,Good,Low,True
1641110400,1,1.22,10.8,230.31,48.64,1.55,2022-01-02 08:00:00,2022,1,2,8,6,52,2022-01-02,Winter,Good,Low,True
1641114000,1,1.64,12.85,236.99,43.99,2.13,2022-01-02 09:00:00,2022,1,2,9,6,52,2022-01-02,Winter,Good,Low,True
1641117600,1,2.19,12.17,240.33,44.35,2.88,2022-01-02 10:00:00,2022,1,2,10,6,52,2022-01-02,Winter,Good,Low,False
1641121200,1,2.41,10.62,240.33,45.78,3.27,2022-01-02 11:00:00,2022,1,2,11,6,52,2022-01-02,Winter,Good,Low,False
1641124800,1,2.89,9.94,240.33,45.42,3.98,2022-01-02 12:00:00,2022,1,2,12,6,52,2022-01-02,Winter,Good,Low,False
1641128400,1,3.92,9.51,240.33,47.92,5.12,2022-01-02 13:00:00,2022,1,2,13,6,52,2022-01-02,Winter,Good,Low,False
1641132000,1,4.43,9.6,243.66,52.21,5.26,2022-01-02 14:00:00,2022,1,2,14,6,52,2022-01-02,Winter,Good,Low,False
1641135600,1,4.59,9.51,247.0,52.93,5.0,2022-01-02 15:00:00,2022,1,2,15,6,52,2022-01-02,Winter,Good,Low,False
1641139200,1,3.98,9.17,247.0,52.21,4.19,2022-01-02 16:00:00,2022,1,2,16,6,52,2022-01-02,Winter,Good,Low,False
1641142800,1,2.8,9.25,247.0,51.5,2.96,2022-01-02 17:00:00,2022,1,2,17,6,52,2022-01-02,Winter,Good,Low,True
1641146400,1,1.96,9.42,250.34,50.07,2.1,2022-01-02 18:00:00,2022,1,2,18,6,52,2022-01-02,Winter,Good,Low,True
1641150000,1,1.65,9.08,250.34,50.78,1.85,2022-01-02 19:00:00,2022,1,2,19,6,52,2022-01-02,Winter,Good,Low,True
1641153600,1,1.77,8.31,247.0,55.79,2.16,2022-01-02 20:00:00,2022,1,2,20,6,52,2022-01-02,Winter,Good,Low,False
1641157200,1,1.93,7.28,247.0,61.51,2.64,2022-01-02 21:00:00,2022,1,2,21,6,52,2022-01-02,Winter,Good,Low,False
1641160800,1,2.29,6.85,243.66,65.09,3.35,2022-01-02 22:00:00,2022,1,2,22,6,52,2022-01-02,Winter,Good,Low,False
1641164400,1,2.72,6.25,240.33,67.23,4.23,2022-01-02 23:00:00,2022,1,2,23,6,52,2022-01-02,Winter,Good,Low,False
1641168000,1,2.97,4.71,236.99,69.38,4.9,2022-01-03 00:00:00,2022,1,3,0,0,1,2022-01-03,Winter,Good,Low,False
1641171600,1,3.12,4.58,236.99,69.38,5.3,2022-01-03 01:00:00,2022,1,3,1,0,1,2022-01-03,Winter,Good,Low,False
1641175200,1,3.17,4.37,236.99,69.38,5.43,2022-01-03 02:00:00,2022,1,3,2,0,1,2022-01-03,Winter,Good,Low,False
1641178800,1,3.23,4.33,240.33,67.95,5.41,2022-01-03 03:00:00,2022,1,3,3,0,1,2022-01-03,Winter,Good,Low,False
1641182400,1,3.16,4.37,240.33,66.52,5.24,2022-01-03 04:00:00,2022,1,3,4,0,1,2022-01-03,Winter,Good,Low,False
1641186000,1,3.04,4.58,240.33,65.09,5.14,2022-01-03 05:00:00,2022,1,3,5,0,1,2022-01-03,Winter,Good,Low,False
1641189600,1,3.03,5.44,243.66,65.09,5.4,2022-01-03 06:00:00,2022,1,3,6,0,1,2022-01-03,Winter,Good,Low,False
1641193200,1,3.41,9.6,247.0,63.66,6.2,2022-01-03 07:00:00,2022,1,3,7,0,1,2022-01-03,Winter,Good,Low,True
1641196800,1,3.83,14.74,250.34,60.08,6.6,2022-01-03 08:00:00,2022,1,3,8,0,1,2022-01-03,Winter,Good,Low,True
1641200400,1,3.8,17.31,253.68,57.94,5.83,2022-01-03 09:00:00,2022,1,3,9,0,1,2022-01-03,Winter,Good,Low,True
1641204000,1,3.23,17.31,253.68,57.94,4.42,2022-01-03 10:00:00,2022,1,3,10,0,1,2022-01-03,Winter,Good,Low,False
1641207600,1,2.56,15.59,250.34,59.37,3.29,2022-01-03 11:00:00,2022,1,3,11,0,1,2022-01-03,Winter,Good,Low,False
1641211200,1,2.1,13.88,247.0,61.51,2.64,2022-01-03 12:00:00,2022,1,3,12,0,1,2022-01-03,Winter,Good,Low,False
1641214800,1,1.83,12.85,243.66,62.23,2.3,2022-01-03 13:00:00,2022,1,3,13,0,1,2022-01-03,Winter,Good,Low,False
1641218400,1,1.88,14.22,247.0,59.37,2.35,2022-01-03 14:00:00,2022,1,3,14,0,1,2022-01-03,Winter,Good,Low,False
1641222000,1,1.97,15.77,247.0,55.79,2.48,2022-01-03 15:00:00,2022,1,3,15,0,1,2022-01-03,Winter,Good,Low,False
1641225600,1,2.17,18.85,250.34,50.78,2.76,2022-01-03 16:00:00,2022,1,3,16,0,1,2022-01-03,Winter,Good,Low,False
1641229200,1,2.72,24.68,257.02,41.84,3.46,2022-01-03 17:00:00,2022,1,3,17,0,1,2022-01-03,Winter,Good,Low,True
1641232800,1,3.49,30.85,260.35,33.26,4.49,2022-01-03 18:00:00,2022,1,3,18,0,1,2022-01-03,Winter,Good,Low,True
1641236400,1,4.42,35.99,270.37,25.03,5.77,2022-01-03 19:00:00,2022,1,3,19,0,1,2022-01-03,Winter,Good,Low,True
1641240000,1,5.2,38.73,277.04,19.13,6.89,2022-01-03 20:00:00,2022,1,3,20,0,1,2022-01-03,Winter,Fair,Low,False
1641243600,1,5.61,38.73,280.38,16.63,7.57,2022-01-03 21:00:00,2022,1,3,21,0,1,2022-01-03,Winter,Fair,Low,False
1641247200,1,5.87,37.7,283.72,15.38,8.06,2022-01-03 22:00:00,2022,1,3,22,0,1,2022-01-03,Winter,Fair,Low,False
1641250800,1,5.81,34.62,277.04,16.09,8.17,2022-01-03 23:00:00,2022,1,3,23,0,1,2022-01-03,Winter,Fair,Low,False
1641254400,1,5.26,28.1,263.69,20.56,7.66,2022-01-04 00:00:00,2022,1,4,0,1,1,2022-01-04,Winter,Fair,Low,False
1641258000,1,4.75,22.28,253.68,24.68,7.14,2022-01-04 01:00:00,2022,1,4,1,1,1,2022-01-04,Winter,Good,Low,False
1641261600,1,4.32,18.16,247.0,27.89,6.64,2022-01-04 02:00:00,2022,1,4,2,1,1,2022-01-04,Winter,Good,Low,False
1641265200,1,3.96,15.25,243.66,30.76,6.28,2022-01-04 03:00:00,2022,1,4,3,1,1,2022-01-04,Winter,Good,Low,False
1641268800,1,3.67,13.71,243.66,32.9,6.12,2022-01-04 04:00:00,2022,1,4,4,1,1,2022-01-04,Winter,Good,Low,False
1641272400,1,3.55,13.71,243.66,32.54,6.22,2022-01-04 05:00:00,2022,1,4,5,1,1,2022-01-04,Winter,Good,Low,False
1641276000,1,3.64,15.94,250.34,28.61,6.47,2022-01-04 06:00:00,2022,1,4,6,1,1,2022-01-04,Winter,Good,Low,False
1641279600,1,4.23,25.02,263.69,17.17,6.58,2022-01-04 07:00:00,2022,1,4,7,1,1,2022-01-04,Winter,Good,Low,True
1641283200,1,4.5,32.22,277.04,7.69,6.08,2022-01-04 08:00:00,2022,1,4,8,1,1,2022-01-04,Winter,Good,Low,True
1641286800,1,3.91,31.19,273.7,7.42,5.01,2022-01-04 09:00:00,2022,1,4,9,1,1,2022-01-04,Winter,Good,Low,True
1641290400,1,3.06,25.36,270.37,14.66,3.76,2022-01-04 10:00:00,2022,1,4,10,1,1,2022-01-04,Winter,Good,Low,False
1641294000,1,2.36,21.25,270.37,28.61,2.82,2022-01-04 11:00:00,2022,1,4,11,1,1,2022-01-04,Winter,Good,Low,False
1641297600,1,1.46,17.99,270.37,41.84,1.84,2022-01-04 12:00:00,2022,1,4,12,1,1,2022-01-04,Winter,Good,Low,False
1641301200,1,1.71,19.36,277.04,42.2,2.19,2022-01-04 13:00:00,2022,1,4,13,1,1,2022-01-04,Winter,Good,Low,False
1641304800,1,1.64,20.73,277.04,42.56,2.32,2022-01-04 14:00:00,2022,1,4,14,1,1,2022-01-04,Winter,Good,Low,False
1641308400,1,1.67,22.62,277.04,43.63,2.59,2022-01-04 15:00:00,2022,1,4,15,1,1,2022-01-04,Winter,Good,Low,False
1641312000,1,1.76,22.28,277.04,41.84,3.13,2022-01-04 16:00:00,2022,1,4,16,1,1,2022-01-04,Winter,Good,Low,False
1641315600,1,2.15,23.99,277.04,38.62,3.9,2022-01-04 17:00:00,2022,1,4,17,1,1,2022-01-04,Winter,Good,Low,True
1641319200,1,2.09,22.96,277.04,43.99,3.79,2022-01-04 18:00:00,2022,1,4,18,1,1,2022-01-04,Winter,Good,Low,True
1641322800,1,1.86,20.73,277.04,47.21,3.21,2022-01-04 19:00:00,2022,1,4,19,1,1,2022-01-04,Winter,Good,Low,True
1641326400,1,1.6,17.65,273.7,47.92,2.63,2022-01-04 20:00:00,2022,1,4,20,1,1,2022-01-04,Winter,Good,Low,False
1641330000,1,1.3,14.05,273.7,50.78,2.06,2022-01-04 21:00:00,2022,1,4,21,1,1,2022-01-04,Winter,Good,Low,False
1641333600,1,1.07,11.31,270.37,51.5,1.62,2022-01-04 22:00:00,2022,1,4,22,1,1,2022-01-04,Winter,Good,Low,False
1641337200,1,0.88,9.0,263.69,51.5,1.33,2022-01-04 23:00:00,2022,1,4,23,1,1,2022-01-04,Winter,Good,Low,False
1641340800,1,0.69,6.25,263.69,54.36,1.14,2022-01-05 00:00:00,2022,1,5,0,2,1,2022-01-05,Winter,Good,Low,False
1641344400,1,0.63,4.97,263.69,56.51,1.12,2022-01-05 01:00:00,2022,1,5,1,2,1,2022-01-05,Winter,Good,Low,False
1641348000,1,0.6,4.37,263.69,57.94,1.13,2022-01-05 02:00:00,2022,1,5,2,2,1,2022-01-05,Winter,Good,Low,False
1641351600,1,0.59,4.07,263.69,57.94,1.15,2022-01-05 03:00:00,2022,1,5,3,2,1,2022-01-05,Winter,Good,Low,False
1641355200,1,0.59,3.94,263.69,58.65,1.2,2022-01-05 04:00:00,2022,1,5,4,2,1,2022-01-05,Winter,Good,Low,False
1641358800,1,0.62,4.07,263.69,59.37,1.29,2022-01-05 05:00:00,2022,1,5,5,2,1,2022-01-05,Winter,Good,Low,False
1641362400,1,0.7,4.8,263.69,59.37,1.44,2022-01-05 06:00:00,2022,1,5,6,2,1,2022-01-05,Winter,Good,Low,False
1641366000,1,0.97,8.48,267.03,57.22,1.85,2022-01-05 07:00:00,2022,1,5,7,2,1,2022-01-05,Winter,Good,Low,True
1641369600,1,1.25,12.68,270.37,53.64,2.24,2022-01-05 08:00:00,2022,1,5,8,2,1,2022-01-05,Winter,Good,Low,True
1641373200,1,1.39,14.22,273.7,52.93,2.45,2022-01-05 09:00:00,2022,1,5,9,2,1,2022-01-05,Winter,Good,Low,True
1641376800,1,1.47,13.71,273.7,54.36,2.57,2022-01-05 10:00:00,2022,1,5,10,2,1,2022-01-05,Winter,Good,Low,False
1641380400,1,1.41,11.65,270.37,56.51,2.55,2022-01-05 11:00:00,2022,1,5,11,2,1,2022-01-05,Winter,Good,Low,False
1641384000,1,1.32,10.02,267.03,57.94,2.47,2022-01-05 12:00:00,2022,1,5,12,2,1,2022-01-05,Winter,Good,Low,False
1641387600,1,1.29,9.85,263.69,57.94,2.42,2022-01-05 13:00:00,2022,1,5,13,2,1,2022-01-05,Winter,Good,Low,False
1641391200,1,1.43,12.34,267.03,54.36,2.56,2022-01-05 14:00:00,2022,1,5,14,2,1,2022-01-05,Winter,Good,Low,False
1641394800,1,1.61,15.77,270.37,50.07,2.76,2022-01-05 15:00:00,2022,1,5,15,2,1,2022-01-05,Winter,Good,Low,False
1641398400,1,2.0,22.96,277.04,40.41,3.22,2022-01-05 16:00:00,2022,1,5,16,2,1,2022-01-05,Winter,Good,Low,False
1641402000,1,2.58,32.9,287.06,28.25,3.92,2022-01-05 17:00:00,2022,1,5,17,2,1,2022-01-05,Winter,Good,Low,True
1641405600,2,3.24,41.13,297.07,17.7,4.69,2022-01-05 18:00:00,2022,1,5,18,2,1,2022-01-05,Winter,Good,Low,True
1641409200,2,4.25,47.98,313.76,8.49,5.9,2022-01-05 19:00:00,2022,1,5,19,2,1,2022-01-05,Winter,Good,Low,True
1641412800,2,5.43,51.41,333.79,2.73,7.31,2022-01-05 20:00:00,2022,1,5,20,2,1,2022-01-05,Winter,Fair,Low,False
1641416400,2,6.3,50.72,343.8,1.3,8.34,2022-01-05 21:00:00,2022,1,5,21,2,1,2022-01-05,Winter,Fair,Low,False
1641420000,2,7.51,49.35,353.81,0.65,9.65,2022-01-05 22:00:00,2022,1,5,22,2,1,2022-01-05,Winter,Fair,Low,False
1641423600,2,8.41,47.98,353.81,0.35,10.53,2022-01-05 23:00:00,2022,1,5,23,2,1,2022-01-05,Winter,Fair,Low,False
1641427200,2,8.17,45.93,340.46,0.62,10.12,2022-01-06 00:00:00,2022,1,6,0,3,1,2022-01-06,Winter,Fair,Low,False
1641430800,2,8.49,43.18,333.79,0.77,10.27,2022-01-06 01:00:00,2022,1,6,1,3,1,2022-01-06,Winter,Fair,Low,False
1641434400,2,9.82,42.16,343.8,0.31,11.57,2022-01-06 02:00:00,2022,1,6,2,3,1,2022-01-06,Winter,Fair,Low,False
1641438000,2,11.5,42.16,357.15,0.09,13.32,2022-01-06 03:00:00,2022,1,6,3,3,1,2022-01-06,Winter,Moderate,Low,False
1641441600,2,13.17,42.5,370.5,0.02,15.13,2022-01-06 04:00:00,2022,1,6,4,3,1,2022-01-06,Winter,Moderate,Low,False
1641445200,2,14.83,43.53,387.19,0.0,16.91,2022-01-06 05:00:00,2022,1,6,5,3,1,2022-01-06,Winter,Moderate,Low,False
1641448800,2,17.12,45.24,417.23,0.0,19.3,2022-01-06 06:00:00,2022,1,6,6,3,1,2022-01-06,Winter,Poor,Low,False
1641452400,3,23.64,48.67,507.35,0.0,26.22,2022-01-06 07:00:00,2022,1,6,7,3,1,2022-01-06,Winter,Poor,Low,True
1641456000,4,30.96,53.47,607.49,0.0,33.66,2022-01-06 08:00:00,2022,1,6,8,3,1,2022-01-06,Winter,Very Poor,Low,True
1641459600,4,32.04,54.84,627.52,0.08,34.7,2022-01-06 09:00:00,2022,1,6,9,3,1,2022-01-06,Winter,Very Poor,Low,True
1641463200,3,22.21,55.52,507.35,1.65,24.83,2022-01-06 10:00:00,2022,1,6,10,3,1,2022-01-06,Winter,Poor,Low,False
1641466800,2,16.12,54.84,440.6,4.2,18.81,2022-01-06 11:00:00,2022,1,6,11,3,1,2022-01-06,Winter,Poor,Low,False
1641470400,2,11.39,51.41,380.52,6.62,13.97,2022-01-06 12:00:00,2022,1,6,12,3,1,2022-01-06,Winter,Moderate,Low,False
1641474000,1,4.56,34.96,300.41,30.76,5.97,2022-01-06 13:00:00,2022,1,6,13,3,1,2022-01-06,Winter,Good,Low,False
1641477600,1,1.94,24.33,273.7,50.78,2.61,2022-01-06 14:00:00,2022,1,6,14,3,1,2022-01-06,Winter,Good,Low,False
1641481200,1,1.36,18.51,260.35,68.66,1.88,2022-01-06 15:00:00,2022,1,6,15,3,1,2022-01-06,Winter,Good,Low,False
1641484800,1,1.21,15.25,253.68,72.24,1.66,2022-01-06 16:00:00,2022,1,6,16,3,1,2022-01-06,Winter,Good,Low,False
1641488400,1,1.23,14.57,253.68,67.95,1.59,2022-01-06 17:00:00,2022,1,6,17,3,1,2022-01-06,Winter,Good,Low,True
1641492000,1,1.27,14.39,257.02,65.8,1.61,2022-01-06 18:00:00,2022,1,6,18,3,1,2022-01-06,Winter,Good,Low,True
1641495600,1,1.46,14.57,257.02,64.37,1.85,2022-01-06 19:00:00,2022,1,6,19,3,1,2022-01-06,Winter,Good,Low,True
1641499200,1,1.69,15.25,260.35,62.94,2.11,2022-01-06 20:00:00,2022,1,6,20,3,1,2022-01-06,Winter,Good,Low,False
1641502800,1,1.81,14.74,260.35,62.94,2.22,2022-01-06 21:00:00,2022,1,6,21,3,1,2022-01-06,Winter,Good,Low,False
1641506400,1,2.22,13.54,257.02,59.37,2.96,2022-01-06 22:00:00,2022,1,6,22,3,1,2022-01-06,Winter,Good,Low,False
1641510000,1,2.82,11.14,253.68,56.51,4.71,2022-01-06 23:00:00,2022,1,6,23,3,1,2022-01-06,Winter,Good,Low,False
1641513600,1,2.46,7.8,250.34,55.07,5.01,2022-01-07 00:00:00,2022,1,7,0,4,1,2022-01-07,Winter,Good,Low,False
1641517200,1,1.79,5.83,247.0,53.64,3.78,2022-01-07 01:00:00,2022,1,7,1,4,1,2022-01-07,Winter,Good,Low,False
1641520800,1,1.44,5.1,247.0,53.64,2.95,2022-01-07 02:00:00,2022,1,7,2,4,1,2022-01-07,Winter,Good,Low,False
1641524400,1,1.28,4.88,250.34,54.36,2.62,2022-01-07 03:00:00,2022,1,7,3,4,1,2022-01-07,Winter,Good,Low,False
1641528000,1,1.17,4.93,250.34,55.79,2.35,2022-01-07 04:00:00,2022,1,7,4,4,1,2022-01-07,Winter,Good,Low,False
1641531600,1,1.08,5.23,253.68,57.94,2.06,2022-01-07 05:00:00,2022,1,7,5,4,1,2022-01-07,Winter,Good,Low,False
1641535200,1,1.09,6.43,257.02,58.65,1.91,2022-01-07 06:00:00,2022,1,7,6,4,1,2022-01-07,Winter,Good,Low,False
1641538800,1,1.41,11.65,263.69,54.36,2.14,2022-01-07 07:00:00,2022,1,7,7,4,1,2022-01-07,Winter,Good,Low,True
1641542400,1,1.72,17.82,270.37,49.35,2.31,2022-01-07 08:00:00,2022,1,7,8,4,1,2022-01-07,Winter,Good,Low,True
1641546000,1,1.79,20.22,273.7,48.64,2.26,2022-01-07 09:00:00,2022,1,7,9,4,1,2022-01-07,Winter,Good,Low,True
1641549600,1,1.66,18.16,273.7,51.5,2.08,2022-01-07 10:00:00,2022,1,7,10,4,1,2022-01-07,Winter,Good,Low,False
1641553200,1,1.39,14.39,267.03,55.79,1.79,2022-01-07 11:00:00,2022,1,7,11,4,1,2022-01-07,Winter,Good,Low,False
1641556800,1,1.14,11.65,263.69,57.94,1.55,2022-01-07 12:00:00,2022,1,7,12,4,1,2022-01-07,Winter,Good,Low,False
1641560400,1,0.94,10.45,260.35,60.08,1.37,2022-01-07 13:00:00,2022,1,7,13,4,1,2022-01-07,Winter,Good,Low,False
1641564000,1,0.99,12.85,263.69,57.94,1.45,2022-01-07 14:00:00,2022,1,7,14,4,1,2022-01-07,Winter,Good,Low,False
1641567600,1,1.04,15.42,263.69,54.36,1.48,2022-01-07 15:00:00,2022,1,7,15,4,1,2022-01-07,Winter,Good,Low,False
1641571200,1,1.14,18.51,267.03,50.78,1.58,2022-01-07 16:00:00,2022,1,7,16,4,1,2022-01-07,Winter,Good,Low,False
1641574800,1,1.37,22.62,270.37,44.35,1.83,2022-01-07 17:00:00,2022,1,7,17,4,1,2022-01-07,Winter,Good,Low,True
1641578400,1,1.64,25.7,273.7,39.34,2.12,2022-01-07 18:00:00,2022,1,7,18,4,1,2022-01-07,Winter,Good,Low,True
1641582000,1,1.9,26.73,277.04,37.55,2.41,2022-01-07 19:00:00,2022,1,7,19,4,1,2022-01-07,Winter,Good,Low,True
1641585600,1,1.94,24.33,277.04,39.7,2.47,2022-01-07 20:00:00,2022,1,7,20,4,1,2022-01-07,Winter,Good,Low,False
1641589200,1,1.78,20.91,277.04,43.63,2.31,2022-01-07 21:00:00,2022,1,7,21,4,1,2022-01-07,Winter,Good,Low,False
1641592800,1,1.81,20.22,277.04,44.35,2.36,2022-01-07 22:00:00,2022,1,7,22,4,1,2022-01-07,Winter,Good,Low,False
1641596400,1,1.85,20.73,280.38,42.2,2.42,2022-01-07 23:00:00,2022,1,7,23,4,1,2022-01-07,Winter,Good,Low,False
1641600000,1,1.54,17.31,273.7,43.99,2.07,2022-01-08 00:00:00,2022,1,8,0,5,1,2022-01-08,Winter,Good,Low,False
1641603600,1,1.3,13.88,270.37,45.78,1.81,2022-01-08 01:00:00,2022,1,8,1,5,1,2022-01-08,Winter,Good,Low,False
1641607200,1,1.35,13.88,270.37,43.99,1.89,2022-01-08 02:00:00,2022,1,8,2,5,1,2022-01-08,Winter,Good,Low,False
1641610800,1,1.62,16.62,280.38,39.34,2.22,2022-01-08 03:00:00,2022,1,8,3,5,1,2022-01-08,Winter,Good,Low,False
1641614400,1,1.85,18.34,290.39,35.41,2.44,2022-01-08 04:00:00,2022,1,8,4,5,1,2022-01-08,Winter,Good,Low,False
1641618000,1,1.75,16.45,290.39,35.05,2.27,2022-01-08 05:00:00,2022,1,8,5,5,1,2022-01-08,Winter,Good,Low,False
1641621600,1,1.85,15.59,283.72,36.12,2.34,2022-01-08 06:00:00,2022,1,8,6,5,1,2022-01-08,Winter,Good,Low,False
1641625200,1,2.43,20.22,277.04,36.84,2.88,2022-01-08 07:00:00,2022,1,8,7,5,1,2022-01-08,Winter,Good,Low,True
1641628800,1,2.73,22.96,270.37,38.27,3.16,2022-01-08 08:00:00,2022,1,8,8,5,1,2022-01-08,Winter,Good,Low,True
1641632400,1,3.57,20.73,253.68,46.49,3.98,2022-01-08 09:00:00,2022,1,8,9,5,1,2022-01-08,Winter,Good,Low,True
1641636000,1,3.31,16.45,240.33,56.51,3.62,2022-01-08 10:00:00,2022,1,8,10,5,1,2022-01-08,Winter,Good,Low,False
1641639600,1,2.7,13.37,233.65,62.23,2.91,2022-01-08 11:00:00,2022,1,8,11,5,1,2022-01-08,Winter,Good,Low,False
1641643200,1,2.3,11.14,230.31,65.09,2.46,2022-01-08 12:00:00,2022,1,8,12,5,1,2022-01-08,Winter,Good,Low,False
1641646800,1,1.78,9.68,230.31,67.95,1.9,2022-01-08 13:00:00,2022,1,8,13,5,1,2022-01-08,Winter,Good,Low,False
1641650400,1,1.22,8.74,226.97,67.95,1.31,2022-01-08 14:00:00,2022,1,8,14,5,1,2022-01-08,Winter,Good,Low,False
1641654000,1,0.99,7.45,223.64,67.23,1.07,2022-01-08 15:00:00,2022,1,8,15,5,1,2022-01-08,Winter,Good,Low,False
1641657600,1,1.21,7.45,226.97,67.23,1.3,2022-01-08 16:00:00,2022,1,8,16,5,1,2022-01-08,Winter,Good,Low,False
1641661200,1,1.09,8.91,230.31,65.09,1.19,2022-01-08 17:00:00,2022,1,8,17,5,1,2022-01-08,Winter,Good,Low,True
1641664800,1,0.83,8.31,226.97,62.94,0.93,2022-01-08 18:00:00,2022,1,8,18,5,1,2022-01-08,Winter,Good,Low,True
1641668400,1,0.74,7.45,230.31,64.37,0.87,2022-01-08 19:00:00,2022,1,8,19,5,1,2022-01-08,Winter,Good,Low,True
1641672000,1,0.73,6.85,236.99,65.8,0.91,2022-01-08 20:00:00,2022,1,8,20,5,1,2022-01-08,Winter,Good,Low,False
1641675600,1,0.76,6.0,240.33,65.09,1.0,2022-01-08 21:00:00,2022,1,8,21,5,1,2022-01-08,Winter,Good,Low,False
1641679200,1,0.78,5.83,243.66,63.66,1.07,2022-01-08 22:00:00,2022,1,8,22,5,1,2022-01-08,Winter,Good,Low,False
1641682800,1,0.68,5.4,243.66,60.8,1.02,2022-01-08 23:00:00,2022,1,8,23,5,1,2022-01-08,Winter,Good,Low,False
