timestamp,aqi,pm25,no2,co,o3,pm10,datetime,year,month,day,hour,day_of_week,week_of_year,date,season,pm25_category,no2_category,is_rush_hour
1656525600,1,4.54,11.48,165.22,55.79,7.37,2022-06-29 18:00:00,2022,6,29,18,2,26,2022-06-29,Summer,Good,Low,True
1656529200,1,4.96,15.42,171.9,48.64,8.19,2022-06-29 19:00:00,2022,6,29,19,2,26,2022-06-29,Summer,Good,Low,True
1656532800,1,5.74,19.88,178.58,41.48,9.54,2022-06-29 20:00:00,2022,6,29,20,2,26,2022-06-29,Summer,Fair,Low,False
1656536400,1,6.34,21.93,181.91,36.84,10.46,2022-06-29 21:00:00,2022,6,29,21,2,26,2022-06-29,Summer,Fair,Low,False
1656540000,1,6.95,23.31,183.58,33.62,10.75,2022-06-29 22:00:00,2022,6,29,22,2,26,2022-06-29,Summer,Fair,Low,False
1656543600,1,7.08,21.93,180.24,32.54,9.96,2022-06-29 23:00:00,2022,6,29,23,2,26,2022-06-29,Summer,Fair,Low,False
1656547200,1,6.54,19.19,176.91,32.9,8.59,2022-06-30 00:00:00,2022,6,30,0,3,26,2022-06-30,Summer,Fair,Low,False
1656550800,1,5.67,15.94,173.57,34.33,7.23,2022-06-30 01:00:00,2022,6,30,1,3,26,2022-06-30,Summer,Fair,Low,False
1656554400,1,5.0,13.88,173.57,36.12,6.45,2022-06-30 02:00:00,2022,6,30,2,3,26,2022-06-30,Summer,Good,Low,False
1656558000,1,4.87,13.54,173.57,36.12,6.38,2022-06-30 03:00:00,2022,6,30,3,3,26,2022-06-30,Summer,Good,Low,False
1656561600,1,5.21,14.22,173.57,35.05,6.9,2022-06-30 04:00:00,2022,6,30,4,3,26,2022-06-30,Summer,Fair,Low,False
1656565200,1,5.96,15.77,175.24,33.62,7.95,2022-06-30 05:00:00,2022,6,30,5,3,26,2022-06-30,Summer,Fair,Low,False
1656568800,1,6.78,19.54,180.24,30.76,9.1,2022-06-30 06:00:00,2022,6,30,6,3,26,2022-06-30,Summer,Fair,Low,False
1656572400,1,6.28,19.19,180.24,33.97,8.4,2022-06-30 07:00:00,2022,6,30,7,3,26,2022-06-30,Summer,Fair,Low,True
1656576000,1,5.26,19.71,180.24,34.33,7.03,2022-06-30 08:00:00,2022,6,30,8,3,26,2022-06-30,Summer,Fair,Low,True
1656579600,1,4.26,18.34,178.58,35.05,5.62,2022-06-30 09:00:00,2022,6,30,9,3,26,2022-06-30,Summer,Good,Low,True
1656583200,1,2.91,13.37,173.57,45.06,3.69,2022-06-30 10:00:00,2022,6,30,10,3,26,2022-06-30,Summer,Good,Low,False
1656586800,1,2.14,10.97,168.56,50.78,2.6,2022-06-30 11:00:00,2022,6,30,11,3,26,2022-06-30,Summer,Good,Low,False
1656590400,1,2.07,10.71,166.89,50.78,2.45,2022-06-30 12:00:00,2022,6,30,12,3,26,2022-06-30,Summer,Good,Low,False
1656594000,1,2.19,10.88,165.22,51.5,2.59,2022-06-30 13:00:00,2022,6,30,13,3,26,2022-06-30,Summer,Good,Low,False
1656597600,1,2.32,10.62,165.22,55.79,2.85,2022-06-30 14:00:00,2022,6,30,14,3,26,2022-06-30,Summer,Good,Low,False
1656601200,1,2.42,9.51,165.22,63.66,3.09,2022-06-30 15:00:00,2022,6,30,15,3,26,2022-06-30,Summer,Good,Low,False
1656604800,1,2.7,9.08,166.89,69.38,3.51,2022-06-30 16:00:00,2022,6,30,16,3,26,2022-06-30,Summer,Good,Low,False
1656608400,1,3.1,9.68,170.23,69.38,4.01,2022-06-30 17:00:00,2022,6,30,17,3,26,2022-06-30,Summer,Good,Low,True
1656612000,1,3.29,9.68,170.23,66.52,4.11,2022-06-30 18:00:00,2022,6,30,18,3,26,2022-06-30,Summer,Good,Low,True
1656615600,1,3.27,12.68,173.57,57.22,3.93,2022-06-30 19:00:00,2022,6,30,19,3,26,2022-06-30,Summer,Good,Low,True
1656619200,1,3.13,16.96,176.91,46.49,3.66,2022-06-30 20:00:00,2022,6,30,20,3,26,2022-06-30,Summer,Good,Low,False
1656622800,1,3.06,18.34,175.24,39.34,3.49,2022-06-30 21:00:00,2022,6,30,21,3,26,2022-06-30,Summer,Good,Low,False
1656626400,1,3.12,17.99,175.24,35.05,3.53,2022-06-30 22:00:00,2022,6,30,22,3,26,2022-06-30,Summer,Good,Low,False
1656630000,1,3.0,16.96,173.57,32.19,3.4,2022-06-30 23:00:00,2022,6,30,23,3,26,2022-06-30,Summer,Good,Low,False
1656633600,1,2.88,15.42,170.23,29.33,3.29,2022-07-01 00:00:00,2022,7,1,0,4,26,2022-07-01,Summer,Good,Low,False
1656637200,1,2.77,13.54,168.56,26.46,3.2,2022-07-01 01:00:00,2022,7,1,1,4,26,2022-07-01,Summer,Good,Low,False
1656640800,1,2.67,12.0,166.89,24.32,3.12,2022-07-01 02:00:00,2022,7,1,2,4,26,2022-07-01,Summer,Good,Low,False
1656644400,1,2.61,10.97,165.22,22.17,3.07,2022-07-01 03:00:00,2022,7,1,3,4,26,2022-07-01,Summer,Good,Low,False
1656648000,1,2.6,10.54,165.22,20.21,3.08,2022-07-01 04:00:00,2022,7,1,4,4,26,2022-07-01,Summer,Good,Low,False
1656651600,1,2.73,10.45,165.22,18.95,3.26,2022-07-01 05:00:00,2022,7,1,5,4,26,2022-07-01,Summer,Good,Low,False
1656655200,1,3.12,11.14,168.56,19.31,3.78,2022-07-01 06:00:00,2022,7,1,6,4,26,2022-07-01,Summer,Good,Low,False
1656658800,1,3.47,12.0,171.9,25.39,4.45,2022-07-01 07:00:00,2022,7,1,7,4,26,2022-07-01,Summer,Good,Low,True
1656662400,1,3.55,11.82,171.9,33.97,4.84,2022-07-01 08:00:00,2022,7,1,8,4,26,2022-07-01,Summer,Good,Low,True
1656666000,1,3.34,9.51,168.56,44.35,4.62,2022-07-01 09:00:00,2022,7,1,9,4,26,2022-07-01,Summer,Good,Low,True
1656669600,1,2.63,5.57,161.89,60.8,3.52,2022-07-01 10:00:00,2022,7,1,10,4,26,2022-07-01,Summer,Good,Low,False
1656673200,1,2.06,4.28,160.22,67.95,2.74,2022-07-01 11:00:00,2022,7,1,11,4,26,2022-07-01,Summer,Good,Low,False
1656676800,1,1.68,4.07,160.22,70.81,2.29,2022-07-01 12:00:00,2022,7,1,12,4,26,2022-07-01,Summer,Good,Low,False
1656680400,1,1.19,3.77,160.22,74.39,1.72,2022-07-01 13:00:00,2022,7,1,13,4,26,2022-07-01,Summer,Good,Low,False
1656684000,1,1.06,3.47,160.22,78.68,1.64,2022-07-01 14:00:00,2022,7,1,14,4,26,2022-07-01,Summer,Good,Low,False
1656687600,2,1.18,3.51,160.22,80.82,1.76,2022-07-01 15:00:00,2022,7,1,15,4,26,2022-07-01,Summer,Good,Low,False
1656691200,1,1.57,4.24,161.89,77.96,2.08,2022-07-01 16:00:00,2022,7,1,16,4,26,2022-07-01,Summer,Good,Low,False
1656694800,1,2.43,5.48,163.56,72.96,3.0,2022-07-01 17:00:00,2022,7,1,17,4,26,2022-07-01,Summer,Good,Low,True
1656698400,1,3.28,6.0,163.56,69.38,3.95,2022-07-01 18:00:00,2022,7,1,18,4,26,2022-07-01,Summer,Good,Low,True
1656702000,1,3.7,7.54,163.56,67.23,4.44,2022-07-01 19:00:00,2022,7,1,19,4,26,2022-07-01,Summer,Good,Low,True
1656705600,1,3.61,9.42,165.22,66.52,4.49,2022-07-01 20:00:00,2022,7,1,20,4,26,2022-07-01,Summer,Good,Low,False
1656709200,1,3.18,10.11,163.56,68.66,4.42,2022-07-01 21:00:00,2022,7,1,21,4,26,2022-07-01,Summer,Good,Low,False
1656712800,1,3.01,10.88,165.22,69.38,4.88,2022-07-01 22:00:00,2022,7,1,22,4,26,2022-07-01,Summer,Good,Low,False
1656716400,1,3.03,10.54,165.22,67.95,5.65,2022-07-01 23:00:00,2022,7,1,23,4,26,2022-07-01,Summer,Good,Low,False
1656720000,1,2.94,8.65,163.56,69.38,6.16,2022-07-02 00:00:00,2022,7,2,0,5,26,2022-07-02,Summer,Good,Low,False
1656723600,1,2.8,7.11,161.89,70.81,6.18,2022-07-02 01:00:00,2022,7,2,1,5,26,2022-07-02,Summer,Good,Low,False
1656727200,1,2.76,6.68,161.89,70.81,6.05,2022-07-02 02:00:00,2022,7,2,2,5,26,2022-07-02,Summer,Good,Low,False
1656730800,1,2.82,6.77,161.89,69.38,6.08,2022-07-02 03:00:00,2022,7,2,3,5,26,2022-07-02,Summer,Good,Low,False
1656734400,1,2.89,7.03,161.89,67.23,6.17,2022-07-02 04:00:00,2022,7,2,4,5,26,2022-07-02,Summer,Good,Low,False
1656738000,1,2.98,7.71,161.89,65.09,6.35,2022-07-02 05:00:00,2022,7,2,5,5,26,2022-07-02,Summer,Good,Low,False
1656741600,1,3.1,9.6,163.56,62.23,6.62,2022-07-02 06:00:00,2022,7,2,6,5,26,2022-07-02,Summer,Good,Low,False
1656745200,1,3.07,10.2,163.56,60.08,6.55,2022-07-02 07:00:00,2022,7,2,7,5,26,2022-07-02,Summer,Good,Low,True
1656748800,1,3.0,9.77,163.56,58.65,6.21,2022-07-02 08:00:00,2022,7,2,8,5,26,2022-07-02,Summer,Good,Low,True
1656752400,1,2.39,7.63,161.89,61.51,4.84,2022-07-02 09:00:00,2022,7,2,9,5,26,2022-07-02,Summer,Good,Low,True
1656756000,1,1.52,4.97,160.22,66.52,2.98,2022-07-02 10:00:00,2022,7,2,10,5,26,2022-07-02,Summer,Good,Low,False
1656759600,1,1.13,3.94,158.55,69.38,2.15,2022-07-02 11:00:00,2022,7,2,11,5,26,2022-07-02,Summer,Good,Low,False
1656763200,1,1.04,3.6,156.88,70.1,1.96,2022-07-02 12:00:00,2022,7,2,12,5,26,2022-07-02,Summer,Good,Low,False
1656766800,1,1.09,3.68,156.88,70.1,2.01,2022-07-02 13:00:00,2022,7,2,13,5,26,2022-07-02,Summer,Good,Low,False
1656770400,1,1.45,4.03,158.55,72.24,2.52,2022-07-02 14:00:00,2022,7,2,14,5,26,2022-07-02,Summer,Good,Low,False
1656774000,1,1.89,4.41,158.55,75.1,3.01,2022-07-02 15:00:00,2022,7,2,15,5,26,2022-07-02,Summer,Good,Low,False
1656777600,1,2.28,5.36,158.55,75.82,3.41,2022-07-02 16:00:00,2022,7,2,16,5,26,2022-07-02,Summer,Good,Low,False
1656781200,1,2.58,6.08,156.88,75.1,3.65,2022-07-02 17:00:00,2022,7,2,17,5,26,2022-07-02,Summer,Good,Low,True
1656784800,1,3.03,6.34,156.88,75.1,4.22,2022-07-02 18:00:00,2022,7,2,18,5,26,2022-07-02,Summer,Good,Low,True
1656788400,1,3.41,7.88,158.55,72.24,4.45,2022-07-02 19:00:00,2022,7,2,19,5,26,2022-07-02,Summer,Good,Low,True
1656792000,1,3.83,9.6,163.56,66.52,4.62,2022-07-02 20:00:00,2022,7,2,20,5,26,2022-07-02,Summer,Good,Low,False
1656795600,1,4.1,10.28,166.89,58.65,4.6,2022-07-02 21:00:00,2022,7,2,21,5,26,2022-07-02,Summer,Good,Low,False
1656799200,1,4.07,10.11,170.23,47.21,4.38,2022-07-02 22:00:00,2022,7,2,22,5,26,2022-07-02,Summer,Good,Low,False
1656802800,1,3.72,9.25,168.56,38.98,4.02,2022-07-02 23:00:00,2022,7,2,23,5,26,2022-07-02,Summer,Good,Low,False
1656806400,1,3.69,7.88,163.56,37.19,4.27,2022-07-03 00:00:00,2022,7,3,0,6,26,2022-07-03,Summer,Good,Low,False
1656810000,1,4.3,6.85,160.22,38.27,5.47,2022-07-03 01:00:00,2022,7,3,1,6,26,2022-07-03,Summer,Good,Low,False
1656813600,1,4.72,6.6,158.55,37.19,6.33,2022-07-03 02:00:00,2022,7,3,2,6,26,2022-07-03,Summer,Good,Low,False
1656817200,1,4.75,6.6,158.55,35.41,6.5,2022-07-03 03:00:00,2022,7,3,3,6,26,2022-07-03,Summer,Good,Low,False
1656820800,1,4.69,6.85,158.55,33.97,6.44,2022-07-03 04:00:00,2022,7,3,4,6,26,2022-07-03,Summer,Good,Low,False
1656824400,1,4.88,7.54,160.22,32.19,6.64,2022-07-03 05:00:00,2022,7,3,5,6,26,2022-07-03,Summer,Good,Low,False
1656828000,1,5.29,9.0,163.56,30.4,7.12,2022-07-03 06:00:00,2022,7,3,6,6,26,2022-07-03,Summer,Fair,Low,False
1656831600,1,5.82,10.28,166.89,30.4,7.76,2022-07-03 07:00:00,2022,7,3,7,6,26,2022-07-03,Summer,Fair,Low,True
1656835200,1,6.1,11.65,166.89,28.25,8.08,2022-07-03 08:00:00,2022,7,3,8,6,26,2022-07-03,Summer,Fair,Low,True
1656838800,1,6.15,13.02,166.89,26.46,8.37,2022-07-03 09:00:00,2022,7,3,9,6,26,2022-07-03,Summer,Fair,Low,True
1656842400,1,4.0,7.71,165.22,41.84,5.61,2022-07-03 10:00:00,2022,7,3,10,6,26,2022-07-03,Summer,Good,Low,False
1656846000,1,2.84,5.06,163.56,50.78,4.02,2022-07-03 11:00:00,2022,7,3,11,6,26,2022-07-03,Summer,Good,Low,False
1656849600,1,2.62,4.16,163.56,56.51,3.73,2022-07-03 12:00:00,2022,7,3,12,6,26,2022-07-03,Summer,Good,Low,False
1656853200,1,2.38,3.68,161.89,62.23,3.38,2022-07-03 13:00:00,2022,7,3,13,6,26,2022-07-03,Summer,Good,Low,False
1656856800,1,1.97,3.68,161.89,65.09,2.78,2022-07-03 14:00:00,2022,7,3,14,6,26,2022-07-03,Summer,Good,Low,False
1656860400,1,1.83,4.03,160.22,65.09,2.56,2022-07-03 15:00:00,2022,7,3,15,6,26,2022-07-03,Summer,Good,Low,False
1656864000,1,1.9,4.67,160.22,64.37,2.58,2022-07-03 16:00:00,2022,7,3,16,6,26,2022-07-03,Summer,Good,Low,False
1656867600,1,2.5,5.14,163.56,65.09,3.2,2022-07-03 17:00:00,2022,7,3,17,6,26,2022-07-03,Summer,Good,Low,True
1656871200,1,3.48,5.18,166.89,65.09,4.3,2022-07-03 18:00:00,2022,7,3,18,6,26,2022-07-03,Summer,Good,Low,True
1656874800,1,3.95,13.19,170.23,45.42,4.69,2022-07-03 19:00:00,2022,7,3,19,6,26,2022-07-03,Summer,Good,Low,True
1656878400,1,3.96,23.99,173.57,21.64,4.58,2022-07-03 20:00:00,2022,7,3,20,6,26,2022-07-03,Summer,Good,Low,False
1656882000,1,3.59,28.79,173.57,9.57,4.14,2022-07-03 21:00:00,2022,7,3,21,6,26,2022-07-03,Summer,Good,Low,False
1656885600,1,3.2,30.85,173.57,4.83,3.73,2022-07-03 22:00:00,2022,7,3,22,6,26,2022-07-03,Summer,Good,Low,False
1656889200,1,2.47,27.76,166.89,6.44,2.99,2022-07-03 23:00:00,2022,7,3,23,6,26,2022-07-03,Summer,Good,Low,False
1656892800,1,1.86,20.22,158.55,14.66,2.45,2022-07-04 00:00:00,2022,7,4,0,0,27,2022-07-04,Summer,Good,Low,False
1656896400,1,1.88,12.17,155.21,27.89,2.68,2022-07-04 01:00:00,2022,7,4,1,0,27,2022-07-04,Summer,Good,Low,False
1656900000,1,2.16,10.88,155.21,26.82,3.08,2022-07-04 02:00:00,2022,7,4,2,0,27,2022-07-04,Summer,Good,Low,False
1656903600,1,2.35,10.71,153.54,23.96,3.37,2022-07-04 03:00:00,2022,7,4,3,0,27,2022-07-04,Summer,Good,Low,False
1656907200,1,2.35,10.8,153.54,20.38,3.41,2022-07-04 04:00:00,2022,7,4,4,0,27,2022-07-04,Summer,Good,Low,False
1656910800,1,2.21,11.14,151.87,18.95,3.28,2022-07-04 05:00:00,2022,7,4,5,0,27,2022-07-04,Summer,Good,Low,False
1656914400,1,2.31,12.17,158.55,20.21,3.41,2022-07-04 06:00:00,2022,7,4,6,0,27,2022-07-04,Summer,Good,Low,False
1656918000,1,2.58,12.85,165.22,22.89,3.69,2022-07-04 07:00:00,2022,7,4,7,0,27,2022-07-04,Summer,Good,Low,True
1656921600,1,2.79,13.02,168.56,23.6,3.91,2022-07-04 08:00:00,2022,7,4,8,0,27,2022-07-04,Summer,Good,Low,True
1656925200,1,2.88,11.82,166.89,28.97,4.12,2022-07-04 09:00:00,2022,7,4,9,0,27,2022-07-04,Summer,Good,Low,True
1656928800,1,2.37,6.08,160.22,67.95,3.44,2022-07-04 10:00:00,2022,7,4,10,0,27,2022-07-04,Summer,Good,Low,False
1656932400,1,2.69,3.94,160.22,79.39,3.87,2022-07-04 11:00:00,2022,7,4,11,0,27,2022-07-04,Summer,Good,Low,False
1656936000,2,3.03,3.3,160.22,84.4,4.43,2022-07-04 12:00:00,2022,7,4,12,0,27,2022-07-04,Summer,Good,Low,False
1656939600,2,2.62,2.91,160.22,86.55,3.94,2022-07-04 13:00:00,2022,7,4,13,0,27,2022-07-04,Summer,Good,Low,False
1656943200,2,2.07,2.63,160.22,86.55,3.07,2022-07-04 14:00:00,2022,7,4,14,0,27,2022-07-04,Summer,Good,Low,False
1656946800,2,1.49,2.59,160.22,83.68,2.16,2022-07-04 15:00:00,2022,7,4,15,0,27,2022-07-04,Summer,Good,Low,False
1656950400,1,1.08,3.0,161.89,77.96,1.52,2022-07-04 16:00:00,2022,7,4,16,0,27,2022-07-04,Summer,Good,Low,False
1656954000,1,0.9,3.86,161.89,72.24,1.24,2022-07-04 17:00:00,2022,7,4,17,0,27,2022-07-04,Summer,Good,Low,True
1656957600,1,0.79,4.33,160.22,69.38,1.09,2022-07-04 18:00:00,2022,7,4,18,0,27,2022-07-04,Summer,Good,Low,True
1656961200,1,0.85,8.48,163.56,60.8,1.18,2022-07-04 19:00:00,2022,7,4,19,0,27,2022-07-04,Summer,Good,Low,True
1656964800,1,1.03,13.71,166.89,49.35,1.43,2022-07-04 20:00:00,2022,7,4,20,0,27,2022-07-04,Summer,Good,Low,False
1656968400,1,1.18,15.77,168.56,41.84,1.62,2022-07-04 21:00:00,2022,7,4,21,0,27,2022-07-04,Summer,Good,Low,False
1656972000,1,1.33,17.82,170.23,36.12,1.81,2022-07-04 22:00:00,2022,7,4,22,0,27,2022-07-04,Summer,Good,Low,False
1656975600,1,1.39,17.48,170.23,33.26,1.93,2022-07-04 23:00:00,2022,7,4,23,0,27,2022-07-04,Summer,Good,Low,False
1656979200,1,1.5,15.59,166.89,33.26,2.12,2022-07-05 00:00:00,2022,7,5,0,1,27,2022-07-05,Summer,Good,Low,False
1656982800,1,1.66,14.22,165.22,31.83,2.4,2022-07-05 01:00:00,2022,7,5,1,1,27,2022-07-05,Summer,Good,Low,False
1656986400,1,1.81,14.22,163.56,27.18,2.63,2022-07-05 02:00:00,2022,7,5,2,1,27,2022-07-05,Summer,Good,Low,False
1656990000,1,1.94,14.05,161.89,22.89,2.85,2022-07-05 03:00:00,2022,7,5,3,1,27,2022-07-05,Summer,Good,Low,False
1656993600,1,2.03,13.88,160.22,18.24,3.01,2022-07-05 04:00:00,2022,7,5,4,1,27,2022-07-05,Summer,Good,Low,False
1656997200,1,2.15,14.39,160.22,13.23,3.22,2022-07-05 05:00:00,2022,7,5,5,1,27,2022-07-05,Summer,Good,Low,False
1657000800,1,2.52,14.22,165.22,12.16,3.7,2022-07-05 06:00:00,2022,7,5,6,1,27,2022-07-05,Summer,Good,Low,False
1657004400,1,2.8,13.02,168.56,26.11,4.24,2022-07-05 07:00:00,2022,7,5,7,1,27,2022-07-05,Summer,Good,Low,True
1657008000,1,2.9,11.82,168.56,34.33,4.46,2022-07-05 08:00:00,2022,7,5,8,1,27,2022-07-05,Summer,Good,Low,True
1657011600,1,2.9,9.77,165.22,41.13,4.55,2022-07-05 09:00:00,2022,7,5,9,1,27,2022-07-05,Summer,Good,Low,True
1657015200,1,1.99,4.71,161.89,60.8,3.4,2022-07-05 10:00:00,2022,7,5,10,1,27,2022-07-05,Summer,Good,Low,False
1657018800,1,1.47,3.34,161.89,68.66,2.55,2022-07-05 11:00:00,2022,7,5,11,1,27,2022-07-05,Summer,Good,Low,False
1657022400,1,1.23,3.04,160.22,73.67,2.08,2022-07-05 12:00:00,2022,7,5,12,1,27,2022-07-05,Summer,Good,Low,False
1657026000,1,1.06,3.0,160.22,75.82,1.75,2022-07-05 13:00:00,2022,7,5,13,1,27,2022-07-05,Summer,Good,Low,False
1657029600,1,0.89,3.13,160.22,73.67,1.47,2022-07-05 14:00:00,2022,7,5,14,1,27,2022-07-05,Summer,Good,Low,False
1657033200,1,0.82,3.26,158.55,69.38,1.39,2022-07-05 15:00:00,2022,7,5,15,1,27,2022-07-05,Summer,Good,Low,False
1657036800,1,0.95,4.46,158.55,62.94,1.65,2022-07-05 16:00:00,2022,7,5,16,1,27,2022-07-05,Summer,Good,Low,False
1657040400,1,1.23,6.43,158.55,57.94,2.11,2022-07-05 17:00:00,2022,7,5,17,1,27,2022-07-05,Summer,Good,Low,True
1657044000,1,1.34,7.45,160.22,55.79,2.09,2022-07-05 18:00:00,2022,7,5,18,1,27,2022-07-05,Summer,Good,Low,True
1657047600,1,1.46,8.57,161.89,53.64,1.99,2022-07-05 19:00:00,2022,7,5,19,1,27,2022-07-05,Summer,Good,Low,True
1657051200,1,1.86,9.94,163.56,50.07,2.4,2022-07-05 20:00:00,2022,7,5,20,1,27,2022-07-05,Summer,Good,Low,False
1657054800,1,2.01,10.11,163.56,51.5,2.6,2022-07-05 21:00:00,2022,7,5,21,1,27,2022-07-05,Summer,Good,Low,False
1657058400,1,2.06,10.45,165.22,57.22,2.8,2022-07-05 22:00:00,2022,7,5,22,1,27,2022-07-05,Summer,Good,Low,False
1657062000,1,2.16,10.54,165.22,57.94,3.13,2022-07-05 23:00:00,2022,7,5,23,1,27,2022-07-05,Summer,Good,Low,False
1657065600,1,2.14,9.68,163.56,53.64,3.23,2022-07-06 00:00:00,2022,7,6,0,2,27,2022-07-06,Summer,Good,Low,False
1657069200,1,2.1,9.0,160.22,48.64,3.26,2022-07-06 01:00:00,2022,7,6,1,2,27,2022-07-06,Summer,Good,Low,False
1657072800,1,2.18,8.91,160.22,42.56,3.46,2022-07-06 02:00:00,2022,7,6,2,2,27,2022-07-06,Summer,Good,Low,False
1657076400,1,2.47,9.17,158.55,38.62,4.0,2022-07-06 03:00:00,2022,7,6,3,2,27,2022-07-06,Summer,Good,Low,False
1657080000,1,2.93,9.6,158.55,36.48,4.81,2022-07-06 04:00:00,2022,7,6,4,2,27,2022-07-06,Summer,Good,Low,False
1657083600,1,3.38,10.8,160.22,35.05,5.56,2022-07-06 05:00:00,2022,7,6,5,2,27,2022-07-06,Summer,Good,Low,False
1657087200,1,3.71,14.57,165.22,31.83,6.02,2022-07-06 06:00:00,2022,7,6,6,2,27,2022-07-06,Summer,Good,Low,False
1657090800,1,3.58,16.96,166.89,32.19,5.76,2022-07-06 07:00:00,2022,7,6,7,2,27,2022-07-06,Summer,Good,Low,True
1657094400,1,3.14,15.25,166.89,33.26,5.02,2022-07-06 08:00:00,2022,7,6,8,2,27,2022-07-06,Summer,Good,Low,True
1657098000,1,2.56,10.88,161.89,35.05,3.99,2022-07-06 09:00:00,2022,7,6,9,2,27,2022-07-06,Summer,Good,Low,True
1657101600,1,1.56,4.76,151.87,45.06,2.26,2022-07-06 10:00:00,2022,7,6,10,2,27,2022-07-06,Summer,Good,Low,False
1657105200,1,1.4,3.38,150.2,50.78,2.0,2022-07-06 11:00:00,2022,7,6,11,2,27,2022-07-06,Summer,Good,Low,False
1657108800,1,1.67,3.0,148.53,55.79,2.4,2022-07-06 12:00:00,2022,7,6,12,2,27,2022-07-06,Summer,Good,Low,False
1657112400,1,1.8,3.21,148.53,57.94,2.52,2022-07-06 13:00:00,2022,7,6,13,2,27,2022-07-06,Summer,Good,Low,False
1657116000,1,1.51,3.13,148.53,60.08,2.06,2022-07-06 14:00:00,2022,7,6,14,2,27,2022-07-06,Summer,Good,Low,False
1657119600,1,1.06,3.17,148.53,61.51,1.43,2022-07-06 15:00:00,2022,7,6,15,2,27,2022-07-06,Summer,Good,Low,False
1657123200,1,0.75,3.6,148.53,60.08,1.0,2022-07-06 16:00:00,2022,7,6,16,2,27,2022-07-06,Summer,Good,Low,False
1657126800,1,0.59,4.46,146.87,57.94,0.78,2022-07-06 17:00:00,2022,7,6,17,2,27,2022-07-06,Summer,Good,Low,True
1657130400,1,0.5,4.67,146.87,55.79,0.69,2022-07-06 18:00:00,2022,7,6,18,2,27,2022-07-06,Summer,Good,Low,True
1657134000,1,0.5,5.27,148.53,54.36,0.71,2022-07-06 19:00:00,2022,7,6,19,2,27,2022-07-06,Summer,Good,Low,True
1657137600,1,0.5,5.74,150.2,52.21,0.75,2022-07-06 20:00:00,2022,7,6,20,2,27,2022-07-06,Summer,Good,Low,False
1657141200,1,0.5,5.74,153.54,47.21,0.79,2022-07-06 21:00:00,2022,7,6,21,2,27,2022-07-06,Summer,Good,Low,False
1657144800,1,0.5,5.91,153.54,41.84,0.79,2022-07-06 22:00:00,2022,7,6,22,2,27,2022-07-06,Summer,Good,Low,False
1657148400,1,0.5,5.27,151.87,40.41,0.79,2022-07-06 23:00:00,2022,7,6,23,2,27,2022-07-06,Summer,Good,Low,False
1657152000,1,0.55,4.37,150.2,41.84,0.9,2022-07-07 00:00:00,2022,7,7,0,3,27,2022-07-07,Summer,Good,Low,False
1657155600,1,0.75,3.94,150.2,43.63,1.17,2022-07-07 01:00:00,2022,7,7,1,3,27,2022-07-07,Summer,Good,Low,False
1657159200,1,1.03,4.11,151.87,45.06,1.53,2022-07-07 02:00:00,2022,7,7,2,3,27,2022-07-07,Summer,Good,Low,False
1657162800,1,1.27,4.11,155.21,47.21,1.83,2022-07-07 03:00:00,2022,7,7,3,3,27,2022-07-07,Summer,Good,Low,False
1657166400,1,1.54,3.81,156.88,50.78,2.13,2022-07-07 04:00:00,2022,7,7,4,3,27,2022-07-07,Summer,Good,Low,False
1657170000,1,1.84,4.11,158.55,52.21,2.42,2022-07-07 05:00:00,2022,7,7,5,3,27,2022-07-07,Summer,Good,Low,False
1657173600,1,2.02,5.4,163.56,52.93,2.6,2022-07-07 06:00:00,2022,7,7,6,3,27,2022-07-07,Summer,Good,Low,False
1657177200,1,1.99,6.85,168.56,52.93,2.57,2022-07-07 07:00:00,2022,7,7,7,3,27,2022-07-07,Summer,Good,Low,True
1657180800,1,2.04,6.77,170.23,53.64,2.67,2022-07-07 08:00:00,2022,7,7,8,3,27,2022-07-07,Summer,Good,Low,True
1657184400,1,2.14,5.65,168.56,55.79,2.87,2022-07-07 09:00:00,2022,7,7,9,3,27,2022-07-07,Summer,Good,Low,True
1657188000,1,2.14,4.11,166.89,60.8,2.96,2022-07-07 10:00:00,2022,7,7,10,3,27,2022-07-07,Summer,Good,Low,False
1657191600,1,2.23,3.17,165.22,67.95,3.16,2022-07-07 11:00:00,2022,7,7,11,3,27,2022-07-07,Summer,Good,Low,False
1657195200,1,2.5,2.57,163.56,76.53,3.56,2022-07-07 12:00:00,2022,7,7,12,3,27,2022-07-07,Summer,Good,Low,False
1657198800,2,2.71,2.38,163.56,84.4,3.83,2022-07-07 13:00:00,2022,7,7,13,3,27,2022-07-07,Summer,Good,Low,False
1657202400,2,2.68,2.46,163.56,88.69,3.78,2022-07-07 14:00:00,2022,7,7,14,3,27,2022-07-07,Summer,Good,Low,False
1657206000,2,2.69,2.68,163.56,92.98,3.85,2022-07-07 15:00:00,2022,7,7,15,3,27,2022-07-07,Summer,Good,Low,False
1657209600,2,2.78,3.47,163.56,94.41,4.03,2022-07-07 16:00:00,2022,7,7,16,3,27,2022-07-07,Summer,Good,Low,False
1657213200,2,2.88,5.06,165.22,95.84,4.19,2022-07-07 17:00:00,2022,7,7,17,3,27,2022-07-07,Summer,Good,Low,True
1657216800,2,2.9,6.34,165.22,95.84,4.23,2022-07-07 18:00:00,2022,7,7,18,3,27,2022-07-07,Summer,Good,Low,True
